bee,colony,queen,group,PreExposure,framesOnNest,framesOffNest,AtoI_Unbumped_OnNest,ItoA_Unbumped_OnNest,AtoI_Bumped_OnNest,ItoA_Bumped_OnNest,AtoI_Unbumped_OffNest,ItoA_Unbumped_OffNest,AtoI_Bumped_OffNest,ItoA_Bumped_OffNest
4431,1,1,0,0,5426,1074,0.10475100171723,0.0723817226041246,0.0641447368421053,0.0770547945205479,0.219298245614035,0.096045197740113,0.170068027210884,0.142857142857143
4857,1,0,2,0,904,4101,0.00267379679144386,0.5,0,1,0.0737463126843658,0.0290720828355237,0.093167701863354,0.0480225988700565
4799,1,0,3,0,470,1900,0.0779220779220779,0.185185185185185,0,NaN,0.0634328358208955,0.0257234726688103,0.0506329113924051,0.25
4822,1,0,1,0,1,12,NaN,NaN,NaN,NaN,NaN,0,NaN,0
4729,1,0,1,0,1509,3306,0.0142671854734111,0.0325443786982249,0.00757575757575757,0.0235294117647059,0.0635071090047393,0.0356359649122807,0.0795454545454546,0.0755555555555556
4850,1,0,3,0,1528,3254,0.0245098039215687,0.128865979381443,0.0201612903225806,0.375,0.0461538461538461,0.0329479768786127,0.0514285714285714,0.0526315789473684
4106,1,0,2,0,2203,65,0.0154277699859747,0.18018018018018,0.0129151291512916,0.28125,0,0.2,0.0588235294117647,NaN
4196,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4828,1,0,2,0,3015,220,0.00599354541263253,0.3,0.00437317784256563,0.428571428571429,0.00645161290322582,1,0.0185185185185185,1
4860,1,0,3,0,2133,2151,0.039622641509434,0.504,0.0055401662049861,0.25,0.0286054827175208,0.384615384615385,0.0212765957446809,0.25
4235,1,0,1,0,3338,148,0.0149812734082397,0.336633663366337,0.00283286118980175,0.0655737704918033,0,NaN,0,NaN
4559,1,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4129,1,0,2,0,3452,1192,0.0240770465489567,0.03739982190561,0.0056338028169014,0.128205128205128,0.0151691948658109,0.46875,0.00377358490566038,NaN
4101,1,0,1,0,2137,1146,0.00614334470989764,0.266666666666667,0.005586592178771,0.130434782608696,0.0133333333333333,0.3,0.00928792569659442,0.8
4087,1,0,2,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4427,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4948,1,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4225,1,0,0,0,2815,871,0.00652938221999,0.151515151515152,0.00853242320819114,0.0714285714285714,0.00755287009063443,0.454545454545455,0.0142857142857142,0.25
4888,1,0,2,0,3148,480,0.00831146106736658,0.37037037037037,0.0143769968051118,0.114285714285714,0.00518134715025909,0.5,0,NaN
4784,1,0,1,0,1865,4532,0.0736301369863014,0.0386904761904762,0.0105263157894737,0.0769230769230769,0.0485786254048218,0.138339920948617,0.0476973684210527,0.333333333333333
4096,1,0,0,0,0,6719,NaN,NaN,NaN,NaN,1,0.000695410292072323,0.8,0.00126635711270578
4166,1,0,3,0,1160,2409,0.00845410628019327,0.6,0.0155642023346303,0.181818181818182,0.0988296488946684,0.0631487889273356,0.117021276595745,0.10377358490566
4544,1,0,0,0,1,4064,NaN,NaN,NaN,NaN,NaN,0,1,0.0023094688221709
4697,1,0,1,0,275,387,0,NaN,0.025,1,0.00325732899022801,1,0,NaN
4462,1,0,3,0,655,2651,0.00583090379008744,0.0333333333333333,0.00884955752212391,0.038961038961039,0.166666666666667,0.0263991552270327,0.111111111111111,0.0544747081712062
4728,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4204,1,0,2,0,2004,478,0.0261066969353008,0.0641025641025641,0.0293577981651376,0.0853080568720379,0.016,1,0.0473372781065089,0.363636363636364
4332,1,0,2,0,1629,88,0.0155148095909732,0.0894308943089431,0.0428571428571428,0.0537974683544304,0,NaN,0,NaN
4851,1,0,1,0,1639,4290,0.0060882800608828,0.5,0.0034602076124568,NaN,0.111265646731572,0.0230469919185873,0.0297029702970297,0.037037037037037
4139,1,0,2,0,0,98,NaN,NaN,NaN,NaN,0,0,NaN,0
4387,1,0,2,0,3425,560,0.06999306999307,0.0621030345800988,0.0370370370370371,0.226415094339623,0.136363636363636,0.0655737704918033,0.04,0.142857142857143
4449,1,0,2,0,1503,2461,0.0261927034611786,0.304347826086957,0.015686274509804,0.416666666666667,0.0117719950433705,0.192660550458716,0.0287907869481766,0.194444444444444
4656,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4392,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4463,1,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4484,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4169,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4766,1,0,0,0,0,963,NaN,NaN,NaN,NaN,0.5,0.0033003300330033,NaN,0
4661,1,0,1,0,2072,2994,0.00777202072538863,0.136842105263158,0.00859598853868193,0.166666666666667,0.0909090909090909,0.0199575371549894,0.0151515151515151,0.1
4732,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4525,1,0,3,0,1665,1598,0.0216450216450217,0.101063829787234,0.0329949238578681,0.157303370786517,0.0287769784172662,0.0106635071090047,0.0337837837837838,0.0231660231660232
4666,1,0,0,0,0,92,NaN,NaN,NaN,NaN,0,0.0138888888888889,NaN,NaN
4691,1,0,2,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4624,1,0,1,0,3170,1216,0.00503202195791397,0.526315789473684,0.00344431687715274,0.266666666666667,0.0233812949640287,0.0211538461538462,0,0.5
4555,1,0,3,0,18,3842,0,NaN,0,NaN,0.139285714285714,0.0118413262285376,0.0504201680672269,0.162162162162162
4700,1,0,3,0,325,108,0,NaN,0,NaN,0,NaN,0.0303030303030303,0
4694,1,0,2,0,79,2771,0.0638297872340425,0.111111111111111,0,1,0.0919540229885057,0.0315734989648033,0.073170731707317,0.0263157894736842
4788,1,0,1,0,3128,286,0.00778388278388276,0.512820512820513,0.010958904109589,0.176470588235294,0.005,0,0,NaN
4581,1,0,3,0,0,6946,NaN,NaN,NaN,NaN,0.432432432432432,0.0054789971774863,0.277777777777778,0.00617283950617284
4762,1,0,1,0,3548,2641,0.0177087097940007,0.769230769230769,0.00744047619047616,0.8,0.00663129973474796,1,0.00937500000000002,1
4696,1,0,1,0,2523,2289,0.00443704936217415,0.888888888888889,0.0048939641109299,0.5,0.0523255813953488,0.034564958283671,0.17,0.0193704600484262
4459,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4590,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4628,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4591,1,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4818,1,0,3,0,137,4259,0,NaN,0,NaN,0.0329566854990584,0.0141405214317278,0.064935064935065,0.0222929936305732
4548,1,0,2,0,1901,1633,0.021181001283697,0.611111111111111,0.0182648401826484,0.6,0.0790378006872853,0.0215154349859682,0.0714285714285714,0.0187793427230047
4824,1,0,1,0,1258,3156,0.0212514757969303,0.183673469387755,0.00374531835205993,0.285714285714286,0.0139624458353395,0.0540037243947858,0.0113122171945701,0.5
4794,1,0,2,0,2799,61,0.0124293785310734,0.131736526946108,0.00970873786407767,0.0518518518518519,0,NaN,0,NaN
4825,1,0,1,0,1658,490,0.00359389038634317,0.833333333333333,0.00631578947368416,0.666666666666667,0,NaN,0,NaN
4823,1,0,1,0,621,6297,0.012847965738758,0.272727272727273,0,NaN,0.0477863668306395,0.0675675675675676,0.0464285714285714,0.0310701956271577
4789,1,0,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4458,1,0,2,0,2347,935,0.00648584905660377,0.146666666666667,0.0145833333333333,0.333333333333333,0.010840108401084,0.352941176470588,0.00806451612903225,0.176470588235294
4657,1,0,3,0,969,655,0.0191458026509573,0.282608695652174,0.00877192982456143,0.333333333333333,0.0199556541019955,0.5,0.0181818181818182,0.230769230769231
4584,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4545,1,0,2,0,1397,228,0.00529661016949157,0.333333333333333,0.0209580838323353,0.170212765957447,0.0203045685279187,0.285714285714286,0,NaN
4453,1,0,3,0,39,5300,0,NaN,0,NaN,0.131419939577039,0.0193693693693694,0.117647058823529,0.246153846153846
4639,1,0,3,0,36,2458,0,NaN,0,NaN,0.0588235294117647,0.0148107515085025,0.0425531914893617,0.025974025974026
4359,1,0,2,0,2713,14,0.0359052711993888,0.0892116182572614,0.03125,0.17910447761194,0,NaN,0,NaN
4483,1,0,1,0,770,5584,0.011441647597254,0.0833333333333333,0.0176991150442478,0.117647058823529,0.0981087470449172,0.0177304964539007,0.0404040404040404,0.0648148148148148
4520,1,0,2,0,970,1332,0.0392749244712991,0.385714285714286,0.0132743362831859,0.333333333333333,0.0107334525939177,0.523809523809524,0.00671140939597314,0.0909090909090909
4083,1,0,2,0,1709,546,0.00686498855835238,0.714285714285714,0.00769230769230766,0,0.0132978723404256,0.0851063829787234,0,0
4629,1,0,1,0,1442,2299,0.00697674418604655,0.0333333333333333,0.0129449838187702,0.1,0.022203947368421,0.0309789343246592,0.00414937759336098,0.375
4518,1,0,3,0,2178,740,0.041879468845761,0.0970873786407767,0.043557168784029,0.134831460674157,0.0163265306122449,0.216216216216216,0.0101010101010101,0.142857142857143
4491,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4757,1,0,2,0,3289,2256,0.0129995185363505,0.120772946859903,0.0138568129330254,0.202898550724638,0.0584415584415584,0.0225314777998675,0.0109890109890109,0.157894736842105
4576,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4493,1,0,3,0,3016,2,0.05,0.0302197802197802,0.0708661417322834,0.079646017699115,NaN,NaN,0,NaN
4726,1,0,0,0,1708,4396,0.0285714285714286,0.212765957446809,0.0692640692640693,0.0904109589041096,0.128048780487805,0.023822869955157,0.0609756097560976,0.0769230769230769
4635,1,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4489,1,0,3,0,337,4491,0.00408163265306127,1,0.0123456790123457,1,0.133729569093611,0.0253056582314473,0.0234375,0.151515151515152
4168,1,0,1,0,556,5445,0.00502512562814073,0.333333333333333,0.0384615384615384,1,0.0846560846560847,0.0142561508392734,0.0535714285714286,0.0346534653465347
4577,1,0,3,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4583,1,0,2,0,3977,942,0.0211907164480323,0.0356576862123613,0.00698080279232116,0.0666666666666667,0.00895140664961636,0.538461538461538,0.0196078431372549,0.25
4515,1,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4492,1,0,3,0,967,1,0.00794912559618444,0.363636363636364,0.0108695652173914,0.153846153846154,NaN,NaN,0,NaN
4667,1,0,2,0,727,5602,0.0182555780933062,0.75,0.00490196078431371,0.333333333333333,0.0230823035672651,0.201941747572816,0.0447019867549668,0.154362416107383
4722,1,0,2,0,867,2022,0.0367775831873906,0.564102564102564,0.02,0.333333333333333,0.0196629213483146,0.227272727272727,0.103092783505155,0.0185365853658537
4514,1,0,1,0,1301,604,0.00653594771241828,0.333333333333333,0.00309597523219818,0.25,0.00233100233100236,1,0,NaN
4785,1,0,3,0,1422,4387,0.00470809792843696,0.357142857142857,0.00645161290322582,0.666666666666667,0.0886363636363636,0.0477430555555556,0.102473498233215,0.075
4558,1,0,3,0,1939,1091,0.0547588005215124,0.0530612244897959,0.0512820512820513,0.145299145299145,0.0487804878048781,0.019690576652602,0,0.25
4329,1,0,3,0,1508,3803,0.0505689001264222,0.0829875518672199,0.0558375634517766,0.588235294117647,0.152027027027027,0.0238230289279637,0.256410256410256,0.0127504553734062
4671,1,0,1,0,3138,904,0.000446627958910262,0.5,0.00406504065040647,1,0.00417827298050144,0.75,0,NaN
4695,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4670,1,0,3,0,1013,2113,0.0179910044977512,0.15,0.0175438596491229,1,0.0452961672473867,0.0106951871657754,0.08,0.0112179487179487
4756,1,0,3,0,0,3676,NaN,NaN,NaN,NaN,0.1875,0.00270374662031672,0.1,0.00194174757281553
4753,1,0,2,0,2425,2203,0.014041514041514,0.115151515151515,0.00418410041841,0.0701754385964912,0.0401606425702812,0.118483412322275,0.0325443786982249,0.0827586206896552
4727,1,0,3,0,2894,413,0.0583873957367933,0.0479505027068832,0.0369230769230769,0.0725806451612903,0.0396039603960396,0.12962962962963,0.0225563909774437,0.357142857142857
4133,1,0,3,0,73,86,0,NaN,0,NaN,0,NaN,0,NaN
4763,1,0,2,0,1701,3827,0.0251299826689775,0.459016393442623,0.0133630289532294,0.636363636363636,0.0806023029229407,0.0364691255698301,0.0277777777777778,0.307692307692308
4819,1,0,2,0,1741,823,0.0127272727272727,0.317073170731707,0.00722021660649819,0.384615384615385,0.0124031007751938,0.380952380952381,0,NaN
4690,1,0,3,0,382,5207,0,NaN,0,NaN,0.0725925925925925,0.0255516840882695,0.0740740740740741,0.121951219512195
4625,1,0,3,0,549,4740,0.0196629213483146,0.4375,0.00694444444444442,0.2,0.0574121679520138,0.0234724292101341,0.0328767123287671,0.0328227571115974
4452,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4701,1,0,1,0,3310,1013,0.0110864745011087,0.0826771653543307,0.00916030534351142,0.2,0.0297805642633229,0.215189873417722,0.0218340611353712,0.291666666666667
4856,1,0,2,0,2052,2005,0.0206052801030264,0.622641509433962,0.0123762376237624,0.5,0.0280504908835905,0.0270655270655271,0.0689655172413793,0.030379746835443
4111,1,0,2,0,1848,3873,0.0302351623740201,0.0429936305732484,0.0244897959183673,0.181818181818182,0.141987829614604,0.0231175693527081,0.0427350427350427,0.0307692307692308
4396,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4327,1,0,1,0,1469,861,0.0297555791710946,0.131067961165049,0.00966183574879231,0.0416666666666667,0.017636684303351,0.0449438202247191,0,0.142857142857143
4173,1,0,1,0,107,4450,0,NaN,0,NaN,0.0220492866407264,0.0304347826086957,0.0230263157894737,0.0747663551401869
4430,1,0,2,0,1355,4244,0.00300300300300305,0.2,0,1,0.0149647887323944,0.1275,0.00626959247648906,0.2
6437,2,1,0,0,6512,119,0.0709470304975923,0.0841584158415842,0.0288659793814433,0.0567685589519651,0,NaN,0,NaN
6414,2,0,3,0,1239,2034,0.0305250305250305,0.181102362204724,0.036697247706422,0.243243243243243,0.0205047318611987,0.0117753623188406,0.0136986301369864,0.00995024875621891
6435,2,0,3,0,2387,960,0.00606366851945428,0.242424242424242,0.00497512437810943,0.0909090909090909,0.00469483568075113,0.833333333333333,0.015625,0
6411,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6442,2,0,3,0,2579,2312,0.025965379494008,0.0597907324364723,0.00920245398773001,0.133333333333333,0.123222748815166,0.0150421179302046,0.192307692307692,0.032345013477089
6433,2,0,3,0,1983,307,0.00410958904109593,0.357142857142857,0,0.5,0,NaN,0,NaN
6111,2,0,3,0,1299,236,0.00711743772241991,0.0463576158940397,0.0142857142857142,0.125,0.0119760479041916,0.5,0.0344827586206896,0.333333333333333
6472,2,0,3,0,1224,5695,0.0271565495207667,0.0994152046783626,0.0970873786407767,0.0266666666666667,0.0907012195121951,0.0298215595208995,0.0795454545454546,0.0625
6477,2,0,2,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6473,2,0,1,0,2548,2091,0.0176017601760176,0.115384615384615,0.00512820512820511,0.210526315789474,0.0515759312320917,0.0343137254901961,0.0794701986754967,0.0638297872340425
5415,2,0,3,0,5047,91,0.0462962962962963,0.107969151670951,0.0738137082601055,0.107142857142857,0.0392156862745098,0.25,0,0.142857142857143
6359,2,0,1,0,2909,3432,0.00886917960088696,0.238095238095238,0.00210526315789472,1,0.0704441041347627,0.0531286894923259,0.04,0.0202020202020202
5284,2,0,2,0,1650,3395,0.00664206642066423,0.476190476190476,0,NaN,0.0216606498194946,0.335227272727273,0.0219435736677116,0.380952380952381
5473,2,0,2,0,2780,2490,0.0218706375058166,0.326241134751773,0.0125628140703518,0.75,0.0788177339901478,0.0416088765603329,0.00840336134453779,0.0512820512820513
5615,2,0,2,0,413,5944,0.00571428571428567,0.571428571428571,0.0227272727272727,NaN,0.0676895306859205,0.0161325966850829,0.0374331550802139,0.135135135135135
5604,2,0,3,0,694,7595,0.0150375939849624,0.0115273775216138,0,0,0.0553935860058309,0.0134205092911218,0.0563380281690141,0.0109090909090909
6337,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5454,2,0,1,0,2501,123,0.00654307524536535,0.478260869565217,0.0018281535648994,0.666666666666667,0,NaN,0,NaN
5423,2,0,2,0,1056,284,0.00407055630936226,0.272727272727273,0,0,0,NaN,0,NaN
6378,2,0,2,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5472,2,0,3,0,4099,56,0.0300658978583196,0.0969101123595506,0.0359195402298851,0.171597633136095,0,NaN,0,NaN
6470,2,0,1,0,2357,1739,0.015203531142717,0.673913043478261,0.00990099009900991,1,0.0364372469635628,0.0293122886133033,0,0
5416,2,0,2,0,1866,2112,0.0319465081723626,0.220588235294118,0.00714285714285712,0,0.123020706455542,0.0837651122625216,0.0869565217391305,0.113207547169811
5600,2,0,2,0,1890,348,0.00979020979020984,0.111111111111111,0,0,0,NaN,0,NaN
5460,2,0,1,0,2542,3981,0.0149812734082397,0.283185840707965,0.00406504065040647,0,0.0498988536749831,0.0341766533510874,0.0368098159509203,0.157894736842105
5410,2,0,3,0,2674,2006,0.01142313184198,0.192,0.00884955752212391,0.1875,0.0372208436724566,0.146666666666667,0.0546218487394958,0.0829015544041451
5350,2,0,1,0,3943,1072,0.00328407224958949,0.314285714285714,0.00282087447108603,0.333333333333333,0.00548245614035092,0.333333333333333,0,NaN
6219,2,0,3,0,2806,1866,0.0126050420168067,0.490909090909091,0.00744878957169459,0.3,0.012,0.375,0.0288065843621399,0.4
5414,2,0,2,0,2580,2031,0.0103280680437424,0.0871559633027523,0.022887323943662,0.13953488372093,0.0515653775322283,0.0268041237113402,0.11304347826087,0.0326975476839237
6179,2,0,3,0,1231,1020,0.0187304890738814,0.5625,0.0197044334975369,0.5,0.054945054945055,0.0745501285347044,0.0185185185185185,1
6323,2,0,1,0,0,625,NaN,NaN,NaN,NaN,0.4,0.00182149362477231,0,NaN
5444,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5659,2,0,3,0,4265,1368,0.0186657449014863,0.0863095238095238,0.0288624787775892,0.2,0.0249376558603491,0.0529595015576324,0.0318471337579618,0.114754098360656
5356,2,0,2,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5321,2,0,3,0,1394,47,0.0608899297423887,0.194756554307116,0.0384615384615384,0.132075471698113,0.0277777777777778,0.333333333333333,0,NaN
5482,2,0,2,0,3721,1189,0.0153274500696702,0.0846153846153846,0.0203045685279187,0.0266393442622951,0.0295670538542767,0.325301204819277,0.0446428571428571,0.6
6360,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5662,2,0,2,0,2142,3123,0.0199724517906336,0.175438596491228,0.0125786163522013,0.555555555555556,0.0740055504162812,0.0413009808982963,0.0163934426229508,0
6278,2,0,1,0,5248,682,0.00793650793650791,0.08,0.00757575757575757,0.134615384615385,0.0231481481481481,0.169491525423729,0.0258064516129032,0.384615384615385
5346,2,0,3,0,1416,5583,0.0752427184466019,0.0400552486187845,0.105263157894737,0.0537634408602151,0.2421875,0.01307740982915,0.302325581395349,0.0244360902255639
5583,2,0,2,0,129,17,0.0350877192982456,0.0769230769230769,NaN,0,0,NaN,NaN,NaN
6279,2,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5483,2,0,2,0,1781,83,0.00553359683794463,0.4375,0.0157068062827225,0.277777777777778,0,NaN,0,NaN
6223,2,0,1,0,774,93,0.00571428571428567,0.181818181818182,0.0113636363636364,0.25,0,NaN,0,NaN
6405,2,0,1,0,2745,3428,0.0195858981533296,0.158371040723982,0.0168269230769231,0.0401606425702811,0.0695538057742782,0.0197521301316809,0,0.214285714285714
5450,2,0,2,0,864,224,0.00167785234899331,0.142857142857143,0,NaN,0,NaN,0,NaN
5421,2,0,1,0,3336,757,0.00908746686861039,0.581395348837209,0.00527240773286464,0.5,0.0078125,0.454545454545455,0,NaN
5441,2,0,1,0,756,6163,0.0150659133709982,0.347826086956522,0.0280898876404494,0.384615384615385,0.102695167286245,0.0613789237668161,0.0641711229946524,0.0764705882352941
6382,2,0,3,0,3065,2099,0.0594353640416048,0.1168,0.0560538116591929,0.0514950166112957,0.0656934306569343,0.0272479564032698,0.0416666666666666,0
